marca_tiempo,id_maquina,linea,temperatura_c,vibracion_mm_s,presion_bar,unidades_producidas,estado
2025-06-05 15:45:00,MAQ-03,Linea B,67.56,3.764,5.076,101,OK
2025-06-05 16:00:00,MAQ-02,Linea A,58.14,1.826,5.784,135,OK
2025-06-05 16:15:00,MAQ-03,Linea B,75.35,2.915,5.316,128,OK
2025-06-05 16:30:00,MAQ-03,Linea B,66.8,2.776,5.71,105,OK
2025-06-05 16:45:00,MAQ-01,Linea A,67.66,0.394,5.161,120,OK
2025-06-05 17:00:00,MAQ-02,Linea A,63.5,3.324,6.292,156,OK
2025-06-05 17:15:00,MAQ-03,Linea B,61.92,1.39,4.522,130,OK
2025-06-05 17:30:00,MAQ-02,Linea A,72.39,2.148,5.423,82,OK
2025-06-05 17:45:00,MAQ-01,Linea A,68.11,1.45,5.041,144,OK
2025-06-05 18:00:00,MAQ-04,Linea B,67.15,2.886,5.67,129,OK
2025-06-05 18:15:00,MAQ-03,Linea B,65.42,2.946,,85,OK
2025-06-05 18:30:00,MAQ-02,Linea A,71.93,2.618,5.075,159,OK
2025-06-05 18:45:00,MAQ-04,Linea B,71.99,1.651,5.228,101,OK
2025-06-05 19:00:00,MAQ-02,Linea A,59.62,1.883,5.747,153,OK
2025-06-05 19:15:00,MAQ-04,Linea B,68.83,2.657,5.504,130,OK
2025-06-05 19:30:00,MAQ-04,Linea B,55.69,2.428,5.101,103,OK
2025-06-05 19:45:00,MAQ-02,Linea A,70.91,2.665,5.338,130,OK
2025-06-05 20:00:00,MAQ-02,Linea A,70.8,2.098,5.065,95,OK
2025-06-05 20:15:00,MAQ-03,Linea B,69.68,2.43,6.185,161,OK
2025-06-05 20:30:00,MAQ-02,Linea A,57.15,1.983,5.742,110,OK
2025-06-05 20:45:00,MAQ-04,Linea B,52.53,1.79,4.414,125,OK
2025-06-05 21:00:00,MAQ-01,Linea A,62.22,2.597,5.078,154,OK
2025-06-05 21:15:00,MAQ-01,Linea A,66.75,1.935,5.017,115,OK
2025-06-05 21:30:00,MAQ-03,Linea B,59.97,3.67,5.298,100,OK
2025-06-05 21:45:00,MAQ-01,Linea A,59.49,2.753,5.307,115,OK
2025-06-05 22:00:00,MAQ-04,Linea B,70.77,0.939,4.778,152,OK
2025-06-05 22:15:00,MAQ-03,Linea B,55.49,2.509,5.218,156,OK
2025-06-05 22:30:00,MAQ-03,Linea B,80.6,2.892,5.95,157,AVISO
2025-06-05 22:45:00,MAQ-01,Linea A,74.25,3.673,5.452,164,OK
2025-06-05 23:00:00,MAQ-04,Linea B,73.42,2.09,5.126,109,OK
2025-06-05 23:15:00,MAQ-02,Linea A,72.46,2.937,4.912,89,OK
2025-06-05 23:30:00,MAQ-04,Linea B,65.71,2.337,4.613,120,OK
2025-06-05 23:45:00,MAQ-01,Linea A,68.84,1.328,4.429,132,OK
2025-06-06 00:00:00,MAQ-01,Linea A,68.21,1.119,4.991,134,OK
2025-06-06 00:15:00,MAQ-02,Linea A,81.73,2.137,5.019,92,AVISO
2025-06-06 00:30:00,MAQ-02,Linea A,69.29,2.945,4.707,99,OK
2025-06-06 00:45:00,MAQ-02,Linea A,68.92,2.822,5.125,164,OK
2025-06-06 01:00:00,MAQ-02,Linea A,64.45,3.018,5.296,150,OK
2025-06-06 01:15:00,MAQ-02,Linea A,71.39,2.164,4.86,133,OK
2025-06-06 01:30:00,MAQ-02,Linea A,74.03,0.978,5.412,158,OK
2025-06-06 01:45:00,MAQ-01,Linea A,59.96,2.628,5.081,133,OK
2025-06-06 02:00:00,MAQ-01,Linea A,77.78,0.58,5.265,136,AVISO
2025-06-06 02:15:00,MAQ-04,Linea B,63.14,2.842,4.91,128,OK
2025-06-06 02:30:00,MAQ-04,Linea B,65.39,3.601,4.788,135,OK
2025-06-06 02:45:00,MAQ-02,Linea A,65.04,2.798,4.561,83,OK
2025-06-06 03:00:00,MAQ-02,Linea A,70.73,1.814,4.945,162,OK
2025-06-06 03:15:00,MAQ-01,Linea A,77.92,2.432,4.854,162,AVISO
2025-06-06 03:30:00,MAQ-03,Linea B,67.37,2.536,4.836,140,OK
2025-06-06 03:45:00,MAQ-04,Linea B,68.96,2.601,5.254,137,OK
2025-06-06 04:00:00,MAQ-02,Linea A,73.27,2.691,5.695,152,OK
2025-06-06 04:15:00,MAQ-02,Linea A,84.73,2.521,5.598,106,AVISO
2025-06-06 04:30:00,MAQ-03,Linea B,83.07,2.745,4.415,124,AVISO
2025-06-06 04:45:00,MAQ-04,Linea B,71.86,2.453,5.136,105,OK
2025-06-06 05:00:00,MAQ-01,Linea A,58.93,1.434,5.24,148,OK
2025-06-06 05:15:00,MAQ-03,Linea B,59.29,1.399,5.645,135,OK
2025-06-06 05:30:00,MAQ-02,Linea A,69.19,2.744,5.223,80,OK
2025-06-06 05:45:00,MAQ-04,Linea B,52.45,3.272,5.186,83,OK
2025-06-06 06:00:00,MAQ-04,Linea B,71.1,1.653,5.567,95,OK
2025-06-06 06:15:00,MAQ-01,Linea A,63.26,2.209,5.227,163,OK
2025-06-06 06:30:00,MAQ-03,Linea B,71.63,1.554,5.599,101,OK
2025-06-06 06:45:00,MAQ-03,Linea B,69.63,2.727,4.989,160,OK
2025-06-06 07:00:00,MAQ-04,Linea B,72.17,2.143,6.018,146,OK
2025-06-06 07:15:00,MAQ-04,Linea B,61.67,1.397,5.329,133,OK
2025-06-06 07:30:00,MAQ-02,Linea A,75.47,2.46,5.122,137,OK
2025-06-06 07:45:00,MAQ-03,Linea B,58.89,2.093,,136,OK
2025-06-06 08:00:00,MAQ-03,Linea B,61.46,2.268,4.611,110,OK
2025-06-06 08:15:00,MAQ-02,Linea A,65.7,2.782,4.911,156,OK
2025-06-06 08:30:00,MAQ-01,Linea A,81.35,2.288,5.522,162,AVISO
2025-06-06 08:45:00,MAQ-04,Linea B,88.65,2.427,4.714,92,ALARMA
2025-06-06 09:00:00,MAQ-01,Linea A,62.49,0.957,5.247,109,OK
2025-06-06 09:15:00,MAQ-03,Linea B,94.38,3.623,5.355,110,ALARMA
2025-06-06 09:30:00,MAQ-01,Linea A,52.67,3.142,4.86,94,OK
2025-06-06 09:45:00,MAQ-03,Linea B,55.53,3.091,4.789,95,OK
2025-06-06 10:00:00,MAQ-01,Linea A,69.12,2.332,4.81,143,OK
2025-06-06 10:15:00,MAQ-04,Linea B,66.51,0.373,4.683,89,OK
2025-06-06 10:30:00,MAQ-04,Linea B,96.35,3.194,5.766,92,ALARMA
2025-06-06 10:45:00,MAQ-02,Linea A,65.99,2.685,5.616,142,OK
2025-06-06 11:00:00,MAQ-01,Linea A,72.23,3.354,4.957,124,OK
2025-06-06 11:15:00,MAQ-04,Linea B,72.62,2.349,4.671,122,OK
2025-06-06 11:30:00,MAQ-04,Linea B,66.51,2.922,4.773,148,OK
2025-06-06 11:45:00,MAQ-03,Linea B,63.15,2.862,5.281,118,OK
2025-06-06 12:00:00,MAQ-04,Linea B,75.95,2.332,4.908,99,OK
2025-06-06 12:15:00,MAQ-04,Linea B,70.27,2.884,6.038,93,OK
2025-06-06 12:30:00,MAQ-02,Linea A,65.11,2.935,3.851,89,OK
2025-06-06 12:45:00,MAQ-01,Linea A,71.23,2.981,4.566,119,OK
2025-06-06 13:00:00,MAQ-02,Linea A,77.46,0.924,4.882,80,AVISO
2025-06-06 13:15:00,MAQ-03,Linea B,64.14,2.184,5.412,88,OK
2025-06-06 13:30:00,MAQ-04,Linea B,83.1,2.365,6.292,111,AVISO
2025-06-06 13:45:00,MAQ-02,Linea A,81.16,2.547,5.075,108,AVISO
2025-06-06 14:00:00,MAQ-02,Linea A,70.85,3.333,5.061,147,OK
2025-06-06 14:15:00,MAQ-03,Linea B,72.76,0.898,4.756,125,OK
2025-06-06 14:30:00,MAQ-01,Linea A,64.58,2.461,5.18,128,OK
2025-06-06 14:45:00,MAQ-04,Linea B,69.52,2.126,5.222,89,OK
2025-06-06 15:00:00,MAQ-04,Linea B,69.93,2.482,5.405,81,OK
2025-06-06 15:15:00,MAQ-01,Linea A,78.52,2.75,4.559,98,AVISO
2025-06-06 15:30:00,MAQ-01,Linea A,69.27,3.138,4.864,104,OK
2025-06-06 15:45:00,MAQ-03,Linea B,63.86,2.986,5.322,137,OK
2025-06-06 16:00:00,MAQ-01,Linea A,70.76,0.908,5.327,104,OK
2025-06-06 16:15:00,MAQ-01,Linea A,65.72,2.355,5.602,123,OK
2025-06-06 16:30:00,MAQ-02,Linea A,65.03,2.408,5.441,97,OK
2025-06-06 16:45:00,MAQ-04,Linea B,77.54,2.196,4.86,162,AVISO
2025-06-06 17:00:00,MAQ-04,Linea B,77.45,2.072,4.957,157,AVISO
2025-06-06 17:15:00,MAQ-02,Linea A,74.15,3.1,4.911,88,OK
2025-06-06 17:30:00,MAQ-01,Linea A,65.93,1.37,5.027,107,OK
2025-06-06 17:45:00,MAQ-02,Linea A,59.11,2.819,4.799,144,OK
2025-06-06 18:00:00,MAQ-04,Linea B,56.44,2.276,5.046,116,OK
2025-06-06 18:15:00,MAQ-02,Linea A,64.69,2.053,5.972,82,OK
2025-06-06 18:30:00,MAQ-03,Linea B,65.77,0.571,5.168,157,OK
2025-06-06 18:45:00,MAQ-03,Linea B,62.78,2.505,5.253,137,OK
2025-06-06 19:00:00,MAQ-02,Linea A,59.84,2.448,6.021,123,OK
2025-06-06 19:15:00,MAQ-04,Linea B,68.17,3.517,5.317,102,OK
2025-06-06 19:30:00,MAQ-03,Linea B,75.97,3.236,5.53,116,OK
2025-06-06 19:45:00,MAQ-02,Linea A,57.42,2.081,5.399,163,OK
2025-06-06 20:00:00,MAQ-03,Linea B,66.71,2.954,5.187,85,OK
2025-06-06 20:15:00,MAQ-03,Linea B,71.51,3.962,4.688,94,OK
2025-06-06 20:30:00,MAQ-04,Linea B,80.14,0.55,4.774,137,AVISO
2025-06-06 20:45:00,MAQ-02,Linea A,75.29,2.3,5.618,118,OK
2025-06-06 21:00:00,MAQ-01,Linea A,68.98,2.625,4.988,158,OK
2025-06-06 21:15:00,MAQ-02,Linea A,62.66,3.579,5.282,104,OK
2025-06-06 21:30:00,MAQ-03,Linea B,69.33,2.038,5.162,151,OK
2025-06-06 21:45:00,MAQ-02,Linea A,79.17,2.234,5.231,141,AVISO
2025-06-06 22:00:00,MAQ-03,Linea B,51.3,1.943,4.985,149,OK
2025-06-06 22:15:00,MAQ-03,Linea B,66.35,2.877,,108,OK
2025-06-06 22:30:00,MAQ-03,Linea B,76.15,3.343,4.512,83,AVISO
2025-06-06 22:45:00,MAQ-01,Linea A,69.59,2.164,5.192,91,OK
2025-06-06 23:00:00,MAQ-04,Linea B,71.09,2.267,5.102,147,OK
2025-06-06 23:15:00,MAQ-01,Linea A,71.06,2.789,5.958,96,OK
2025-06-06 23:30:00,MAQ-03,Linea B,62.36,1.662,4.749,85,OK
2025-06-06 23:45:00,MAQ-01,Linea A,73.55,1.649,,123,OK
2025-06-07 00:00:00,MAQ-04,Linea B,67.52,1.566,4.576,158,OK
2025-06-07 00:15:00,MAQ-02,Linea A,70.13,3.746,4.529,80,OK
2025-06-07 00:30:00,MAQ-03,Linea B,62.31,2.483,5.127,147,OK
2025-06-07 00:45:00,MAQ-03,Linea B,73.04,2.889,4.924,83,OK
2025-06-07 01:00:00,MAQ-04,Linea B,62.43,3.294,5.716,155,OK
2025-06-07 01:15:00,MAQ-01,Linea A,68.07,2.223,5.677,88,OK
2025-06-07 01:30:00,MAQ-04,Linea B,71.9,2.551,4.957,90,OK
2025-06-07 01:45:00,MAQ-02,Linea A,67.26,2.3,5.114,101,OK
2025-06-07 02:00:00,MAQ-03,Linea B,75.12,1.278,5.224,164,OK
2025-06-07 02:15:00,MAQ-03,Linea B,66.76,2.606,5.076,139,OK
2025-06-07 02:30:00,MAQ-04,Linea B,67.78,2.05,5.876,95,OK
2025-06-07 02:45:00,MAQ-02,Linea A,56.64,2.237,5.102,126,OK
2025-06-07 03:00:00,MAQ-03,Linea B,59.09,3.425,5.091,142,OK
2025-06-07 03:15:00,MAQ-02,Linea A,67.29,1.969,5.617,141,OK
2025-06-07 03:30:00,MAQ-03,Linea B,65.19,4.19,5.278,143,OK
2025-06-07 03:45:00,MAQ-04,Linea B,70.91,3.098,4.593,83,OK
2025-06-07 04:00:00,MAQ-01,Linea A,70.62,3.057,6.138,98,OK
2025-06-07 04:15:00,MAQ-01,Linea A,77.07,3.313,5.87,140,AVISO
2025-06-07 04:30:00,MAQ-04,Linea B,71.37,1.245,5.402,83,OK
2025-06-07 04:45:00,MAQ-04,Linea B,73.1,2.078,4.327,133,OK
2025-06-07 05:00:00,MAQ-02,Linea A,71.37,2.319,5.106,81,OK
2025-06-07 05:15:00,MAQ-04,Linea B,70.02,1.867,5.118,82,OK
2025-06-07 05:30:00,MAQ-01,Linea A,62.99,1.606,5.052,137,OK
2025-06-07 05:45:00,MAQ-03,Linea B,65.87,2.037,5.184,99,OK
2025-06-07 06:00:00,MAQ-02,Linea A,64.5,3.099,5.38,82,OK
2025-06-07 06:15:00,MAQ-04,Linea B,55.76,2.979,4.554,142,OK
2025-06-07 06:30:00,MAQ-03,Linea B,61.37,2.553,6.311,143,OK
2025-06-07 06:45:00,MAQ-04,Linea B,72.48,2.569,5.956,123,OK
2025-06-07 07:00:00,MAQ-02,Linea A,71.06,3.016,5.088,83,OK
2025-06-07 07:15:00,MAQ-01,Linea A,66.17,1.791,5.485,106,OK
2025-06-07 07:30:00,MAQ-03,Linea B,66.92,2.51,5.559,126,OK
2025-06-07 07:45:00,MAQ-04,Linea B,62.07,2.599,5.271,127,OK
2025-06-07 08:00:00,MAQ-01,Linea A,70.87,3.53,4.991,104,OK
2025-06-07 08:15:00,MAQ-03,Linea B,69.07,2.786,4.205,138,OK
2025-06-07 08:30:00,MAQ-04,Linea B,69.74,3.23,4.914,127,OK
2025-06-07 08:45:00,MAQ-01,Linea A,69.28,3.853,5.103,163,OK
2025-06-07 09:00:00,MAQ-03,Linea B,71.52,1.986,5.541,114,OK
2025-06-07 09:15:00,MAQ-03,Linea B,61.13,2.701,5.729,136,OK
2025-06-07 09:30:00,MAQ-04,Linea B,62.68,3.662,4.902,163,OK
2025-06-07 09:45:00,MAQ-01,Linea A,70.13,0.919,5.454,134,OK
2025-06-07 10:00:00,MAQ-02,Linea A,76.79,1.999,4.902,110,AVISO
2025-06-07 10:15:00,MAQ-02,Linea A,58.73,4.049,5.43,127,OK
2025-06-07 10:30:00,MAQ-03,Linea B,69.78,4.029,5.275,121,OK
2025-06-07 10:45:00,MAQ-02,Linea A,68.86,2.333,5.291,87,OK
2025-06-07 11:00:00,MAQ-01,Linea A,69.67,3.259,5.693,146,OK
2025-06-07 11:15:00,MAQ-03,Linea B,72.67,2.113,5.538,112,OK
2025-06-07 11:30:00,MAQ-02,Linea A,66.77,1.426,5.897,118,OK
2025-06-07 11:45:00,MAQ-03,Linea B,63.9,2.392,5.073,120,OK
2025-06-07 12:00:00,MAQ-04,Linea B,67.87,2.49,6.088,130,OK
2025-06-07 12:15:00,MAQ-03,Linea B,101.17,3.007,5.424,157,ALARMA
2025-06-07 12:30:00,MAQ-03,Linea B,66.97,2.372,5.126,95,OK
2025-06-07 12:45:00,MAQ-01,Linea A,67.5,3.47,4.581,104,OK
2025-06-07 13:00:00,MAQ-01,Linea A,75.55,1.707,4.912,112,OK
2025-06-07 13:15:00,MAQ-01,Linea A,66.61,1.883,4.857,84,OK
2025-06-07 13:30:00,MAQ-02,Linea A,64.94,2.602,5.334,135,OK
2025-06-07 13:45:00,MAQ-01,Linea A,65.13,2.156,5.615,89,OK
2025-06-07 14:00:00,MAQ-03,Linea B,74.13,2.09,,120,OK
2025-06-07 14:15:00,MAQ-03,Linea B,64.63,3.984,5.471,159,OK
2025-06-07 14:30:00,MAQ-04,Linea B,65.35,1.72,5.841,118,OK
2025-06-07 14:45:00,MAQ-02,Linea A,55.58,2.954,4.798,103,OK
2025-06-07 15:00:00,MAQ-03,Linea B,75.8,2.248,5.616,101,OK
2025-06-07 15:15:00,MAQ-03,Linea B,70.03,1.785,4.17,123,OK
2025-06-07 15:30:00,MAQ-01,Linea A,76.08,1.715,5.683,151,AVISO
2025-06-07 15:45:00,MAQ-04,Linea B,71.79,2.797,5.864,94,OK
2025-06-07 16:00:00,MAQ-02,Linea A,56.69,2.277,5.644,106,OK
2025-06-07 16:15:00,MAQ-03,Linea B,57.91,3.412,4.554,112,OK
2025-06-07 16:30:00,MAQ-03,Linea B,68.32,2.571,5.657,122,OK
2025-06-07 16:45:00,MAQ-02,Linea A,74.67,0.64,5.182,88,OK
2025-06-07 17:00:00,MAQ-01,Linea A,79.05,3.538,5.296,146,AVISO
2025-06-07 17:15:00,MAQ-04,Linea B,64.26,3.262,5.411,116,OK
2025-06-07 17:30:00,MAQ-03,Linea B,75.76,4.602,5.024,144,OK
2025-06-07 17:45:00,MAQ-03,Linea B,65.41,2.154,,114,OK
2025-06-07 18:00:00,MAQ-04,Linea B,70.44,2.279,5.118,99,OK
2025-06-07 18:15:00,MAQ-01,Linea A,64.67,0.931,5.233,157,OK
2025-06-07 18:30:00,MAQ-01,Linea A,61.14,1.83,5.108,102,OK
2025-06-07 18:45:00,MAQ-01,Linea A,70.21,2.689,5.089,125,OK
2025-06-07 19:00:00,MAQ-04,Linea B,69.9,2.448,4.807,149,OK
2025-06-07 19:15:00,MAQ-04,Linea B,59.96,2.14,5.768,148,OK
2025-06-07 19:30:00,MAQ-03,Linea B,85.71,3.315,5.373,149,ALARMA
2025-06-07 19:45:00,MAQ-03,Linea B,79.37,2.236,5.197,137,AVISO
2025-06-07 20:00:00,MAQ-02,Linea A,78.56,2.243,4.813,86,AVISO
2025-06-07 20:15:00,MAQ-04,Linea B,58.9,2.524,4.647,108,OK
2025-06-07 20:30:00,MAQ-02,Linea A,57.44,2.046,5.445,130,OK
2025-06-07 20:45:00,MAQ-02,Linea A,77.97,2.152,5.179,154,AVISO
2025-06-07 21:00:00,MAQ-04,Linea B,64.67,2.012,5.203,144,OK
2025-06-07 21:15:00,MAQ-02,Linea A,65.14,1.788,5.454,157,OK
2025-06-07 21:30:00,MAQ-02,Linea A,57.26,3.128,5.27,116,OK
2025-06-07 21:45:00,MAQ-03,Linea B,80.51,3.032,5.773,160,AVISO
2025-06-07 22:00:00,MAQ-03,Linea B,69.45,1.482,4.815,121,OK
2025-06-07 22:15:00,MAQ-02,Linea A,57.85,2.447,5.182,145,OK
2025-06-07 22:30:00,MAQ-02,Linea A,75.53,2.0,5.367,85,OK
2025-06-07 22:45:00,MAQ-04,Linea B,66.48,3.752,4.681,82,OK
2025-06-07 23:00:00,MAQ-01,Linea A,60.27,2.313,6.104,86,OK
2025-06-07 23:15:00,MAQ-03,Linea B,67.84,2.695,4.971,103,OK
2025-06-07 23:30:00,MAQ-01,Linea A,56.26,3.072,4.75,108,OK
2025-06-07 23:45:00,MAQ-04,Linea B,68.64,3.422,5.001,135,OK
2025-06-08 00:00:00,MAQ-02,Linea A,73.8,2.141,4.113,93,OK
2025-06-08 00:15:00,MAQ-01,Linea A,72.47,2.44,5.473,159,OK
2025-06-08 00:30:00,MAQ-02,Linea A,72.13,1.786,5.061,128,OK
2025-06-08 00:45:00,MAQ-02,Linea A,70.28,2.586,5.201,136,OK
2025-06-08 01:00:00,MAQ-02,Linea A,70.44,2.92,4.876,109,OK
2025-06-08 01:15:00,MAQ-01,Linea A,65.34,3.754,5.722,121,OK
2025-06-08 01:30:00,MAQ-02,Linea A,68.36,2.615,5.081,124,OK
2025-06-08 01:45:00,MAQ-04,Linea B,70.37,2.251,4.726,152,OK
2025-06-08 02:00:00,MAQ-02,Linea A,64.63,1.191,5.971,88,OK
2025-06-08 02:15:00,MAQ-03,Linea B,59.3,2.365,,148,OK
2025-06-08 02:30:00,MAQ-02,Linea A,71.49,3.49,5.033,153,OK
2025-06-08 02:45:00,MAQ-02,Linea A,68.79,1.302,5.526,131,OK
2025-06-08 03:00:00,MAQ-01,Linea A,68.86,2.052,5.182,163,OK
2025-06-08 03:15:00,MAQ-02,Linea A,63.65,3.072,4.541,97,OK
2025-06-08 03:30:00,MAQ-04,Linea B,59.28,1.295,5.99,101,OK
2025-06-08 03:45:00,MAQ-03,Linea B,73.59,3.034,5.637,99,OK
2025-06-08 04:00:00,MAQ-03,Linea B,52.17,3.242,4.915,110,OK
2025-06-08 04:15:00,MAQ-04,Linea B,68.86,3.489,5.551,143,OK
2025-06-08 04:30:00,MAQ-04,Linea B,61.12,2.804,5.545,159,OK
2025-06-08 04:45:00,MAQ-04,Linea B,64.89,2.887,4.977,155,OK
2025-06-08 05:00:00,MAQ-01,Linea A,57.59,4.39,,87,OK
2025-06-08 05:15:00,MAQ-02,Linea A,67.52,3.393,5.372,81,OK
2025-06-08 05:30:00,MAQ-04,Linea B,68.05,2.555,5.161,114,OK
2025-06-08 05:45:00,MAQ-04,Linea B,79.73,2.794,5.376,95,AVISO
2025-06-08 06:00:00,MAQ-04,Linea B,55.33,1.588,4.211,159,OK
2025-06-08 06:15:00,MAQ-01,Linea A,63.82,4.379,4.605,100,OK
2025-06-08 06:30:00,MAQ-04,Linea B,64.91,1.906,5.432,87,OK
2025-06-08 06:45:00,MAQ-04,Linea B,67.12,2.6,5.581,89,OK
2025-06-08 07:00:00,MAQ-03,Linea B,59.81,3.631,,94,OK
2025-06-08 07:15:00,MAQ-01,Linea A,71.01,2.55,5.967,131,OK
2025-06-08 07:30:00,MAQ-02,Linea A,77.4,3.75,4.944,133,AVISO
2025-06-08 07:45:00,MAQ-01,Linea A,64.87,1.783,5.703,96,OK
2025-06-08 08:00:00,MAQ-02,Linea A,64.46,4.001,5.913,140,OK
2025-06-08 08:15:00,MAQ-02,Linea A,78.93,2.742,5.206,135,AVISO
2025-06-08 08:30:00,MAQ-02,Linea A,61.85,3.1,,87,OK
2025-06-08 08:45:00,MAQ-03,Linea B,71.18,2.111,5.471,157,OK
2025-06-08 09:00:00,MAQ-01,Linea A,92.78,3.924,4.787,109,ALARMA
2025-06-08 09:15:00,MAQ-04,Linea B,72.91,4.073,4.443,102,OK
2025-06-08 09:30:00,MAQ-03,Linea B,69.09,0.748,5.223,101,OK
2025-06-08 09:45:00,MAQ-03,Linea B,82.62,3.02,5.906,83,AVISO
2025-06-08 10:00:00,MAQ-01,Linea A,59.1,3.336,5.512,85,OK
2025-06-08 10:15:00,MAQ-02,Linea A,62.29,2.714,5.398,109,OK
2025-06-08 10:30:00,MAQ-04,Linea B,55.83,1.874,5.399,113,OK
2025-06-08 10:45:00,MAQ-02,Linea A,57.38,2.842,4.498,160,OK
2025-06-08 11:00:00,MAQ-04,Linea B,63.32,2.948,4.354,150,OK
2025-06-08 11:15:00,MAQ-02,Linea A,68.53,1.385,5.031,120,OK
2025-06-08 11:30:00,MAQ-02,Linea A,71.05,2.676,5.359,114,OK
2025-06-08 11:45:00,MAQ-04,Linea B,69.78,2.513,5.553,143,OK
