id_pedido,fecha,region,categoria,producto,unidades,precio_unitario,descuento_pct,canal,satisfaccion
PED-10096,2025-07-06,Este,Oficina,Teclado Mecanico,7,89.9,0,Tienda,5.0
PED-10105,2025-07-07,Sur,Hogar,Juego Sabanas,7,44.9,5,Tienda,1.0
PED-10369,2025-07-07,Este,Deporte,Esterilla Yoga,6,32.0,0,Tienda,4.0
PED-10347,2025-07-07,Centro,Deporte,Zapatilla Trail,1,119.0,20,Online,2.0
PED-10029,2025-07-07,Este,Electronica,"Tablet 10""",2,219.0,0,Online,5.0
PED-10402,2025-07-09,Sur,Electronica,Cargador USB-C,4,18.5,5,Online,5.0
PED-10309,2025-07-10,Norte,Deporte,Bidon 750ml,5,14.9,0,Online,5.0
PED-10102,2025-07-10,Oeste,Hogar,Robot Aspirador,4,279.0,5,Online,
PED-10176,2025-07-11,Este,Hogar,Cafetera Expres,5,189.0,0,Online,1.0
PED-10231,2025-07-14,Este,Deporte,Mochila 30L,5,64.0,0,Online,2.0
PED-10338,2025-07-15,Norte,Deporte,Esterilla Yoga,4,32.0,5,Tienda,5.0
PED-10154,2025-07-15,Este,Deporte,Mochila 30L,6,64.0,15,Marketplace,5.0
PED-10047,2025-07-16,Este,Electronica,Auriculares BT,1,59.9,15,Tienda,3.0
PED-10362,2025-07-21,Sur,Oficina,Organizador,4,21.0,5,Online,4.0
PED-10317,2025-07-22,Sur,Deporte,Mochila 30L,8,64.0,15,Marketplace,5.0
PED-10344,2025-07-22,Oeste,Hogar,Robot Aspirador,6,279.0,15,Tienda,3.0
PED-10381,2025-07-23,Oeste,Hogar,Lampara LED,1,27.5,10,Tienda,4.0
PED-10257,2025-07-24,Este,Electronica,Auriculares BT,4,59.9,0,Online,4.0
PED-10409,2025-07-24,Centro,Electronica,Auriculares BT,2,59.9,0,Marketplace,2.0
PED-10415,2025-07-24,Sur,Oficina,Silla Ergonomica,2,239.0,20,Tienda,4.0
PED-10190,2025-07-25,Sur,Deporte,Mochila 30L,6,64.0,0,Online,4.0
PED-10237,2025-07-26,Este,Hogar,Lampara LED,4,27.5,15,Tienda,4.0
PED-10161,2025-07-28,Centro,Oficina,Teclado Mecanico,8,89.9,0,Tienda,1.0
PED-10043,2025-07-29,Oeste,Electronica,Smartwatch S2,1,149.0,0,Marketplace,5.0
PED-10331,2025-07-29,Norte,Electronica,Cargador USB-C,3,18.5,15,Online,4.0
PED-10386,2025-07-30,Centro,Electronica,Smartwatch S2,7,149.0,15,Online,3.0
PED-10379,2025-07-30,Sur,Oficina,"Monitor 27""",5,199.0,10,Tienda,2.0
PED-10070,2025-07-31,Centro,Electronica,"Tablet 10""",6,219.0,0,Tienda,2.0
PED-10325,2025-07-31,Este,Electronica,Smartwatch S2,5,149.0,0,Marketplace,
PED-10167,2025-08-01,Oeste,Deporte,Zapatilla Trail,5,119.0,15,Online,5.0
PED-10296,2025-08-01,Centro,Deporte,Zapatilla Trail,4,119.0,0,Marketplace,2.0
PED-10319,2025-08-01,Norte,Electronica,Smartwatch S2,5,149.0,20,Tienda,2.0
PED-10377,2025-08-02,Este,Deporte,Bidon 750ml,7,14.9,0,Tienda,1.0
PED-10061,2025-08-02,Este,Deporte,Mochila 30L,7,64.0,0,Online,2.0
PED-10226,2025-08-02,Oeste,Deporte,Zapatilla Trail,5,119.0,0,Marketplace,4.0
PED-10283,2025-08-04,Este,Deporte,Bidon 750ml,5,14.9,0,Marketplace,3.0
PED-10311,2025-08-04,Oeste,Electronica,Auriculares BT,1,59.9,5,Tienda,4.0
PED-10162,2025-08-07,Norte,Electronica,Auriculares BT,4,59.9,5,Online,4.0
PED-10023,2025-08-07,Sur,Hogar,Robot Aspirador,6,279.0,15,Tienda,1.0
PED-10008,2025-08-07,Sur,Deporte,Bidon 750ml,4,14.9,5,Online,2.0
PED-10246,2025-08-07,Centro,Deporte,Zapatilla Trail,8,119.0,10,Marketplace,4.0
PED-10036,2025-08-07,Oeste,Electronica,Cargador USB-C,5,18.5,0,,3.0
PED-10053,2025-08-07,Centro,Oficina,Teclado Mecanico,6,89.9,0,Marketplace,3.0
PED-10054,2025-08-09,Centro,Deporte,Bidon 750ml,7,14.9,5,Tienda,5.0
PED-10087,2025-08-10,Centro,Electronica,"Tablet 10""",2,219.0,15,Tienda,3.0
PED-10420,2025-08-10,Sur,Electronica,Auriculares BT,6,59.9,0,Online,1.0
PED-10390,2025-08-10,Oeste,Deporte,Esterilla Yoga,6,32.0,5,Online,4.0
PED-10314,2025-08-11,Centro,Electronica,"Tablet 10""",5,219.0,0,Marketplace,3.0
PED-10045,2025-08-14,Oeste,Oficina,Silla Ergonomica,2,239.0,0,Online,4.0
PED-10245,2025-08-14,Norte,Hogar,Cafetera Expres,6,189.0,15,Online,5.0
PED-10279,2025-08-15,Centro,Deporte,Zapatilla Trail,1,119.0,15,Tienda,3.0
PED-10049,2025-08-15,Sur,Oficina,"Monitor 27""",4,199.0,20,Online,1.0
PED-10312,2025-08-15,Oeste,Hogar,Juego Sabanas,7,44.9,15,Marketplace,2.0
PED-10366,2025-08-16,Este,Deporte,Zapatilla Trail,6,119.0,20,Tienda,4.0
PED-10092,2025-08-16,Sur,Oficina,Silla Ergonomica,4,239.0,10,Tienda,5.0
PED-10346,2025-08-16,Sur,Deporte,Zapatilla Trail,4,119.0,5,Online,2.0
PED-10367,2025-08-17,Este,Deporte,Esterilla Yoga,1,32.0,0,,3.0
PED-10320,2025-08-18,Centro,Deporte,Zapatilla Trail,6,119.0,5,Online,3.0
PED-10230,2025-08-19,Centro,Electronica,Cargador USB-C,8,18.5,15,Online,3.0
PED-10185,2025-08-20,Norte,Hogar,Juego Sabanas,3,44.9,0,Marketplace,5.0
PED-10223,2025-08-21,Este,Electronica,Cargador USB-C,4,18.5,0,Online,5.0
PED-10297,2025-08-22,Oeste,Oficina,Organizador,4,21.0,0,Online,3.0
PED-10150,2025-08-23,Sur,Electronica,"Tablet 10""",2,219.0,5,Online,4.0
PED-10321,2025-08-24,Oeste,Oficina,"Monitor 27""",7,199.0,0,Marketplace,4.0
PED-10382,2025-08-25,Oeste,Electronica,Cargador USB-C,7,18.5,0,Tienda,3.0
PED-10013,2025-08-25,Norte,Deporte,Esterilla Yoga,4,32.0,15,Online,5.0
PED-10410,2025-08-25,Centro,Electronica,"Tablet 10""",6,219.0,0,Online,5.0
PED-10292,2025-08-27,Oeste,Oficina,Organizador,7,21.0,10,Online,5.0
PED-10048,2025-08-27,Sur,Oficina,Teclado Mecanico,4,89.9,20,Marketplace,3.0
PED-10235,2025-08-28,Sur,Electronica,Smartwatch S2,1,149.0,5,Online,5.0
PED-10354,2025-08-28,Oeste,Electronica,Cargador USB-C,7,18.5,15,Online,1.0
PED-10414,2025-08-29,Sur,Deporte,Mochila 30L,8,64.0,5,Marketplace,4.0
PED-10393,2025-08-30,Norte,Oficina,"Monitor 27""",4,199.0,0,Online,2.0
PED-10324,2025-08-31,Norte,Deporte,Zapatilla Trail,3,119.0,5,Online,1.0
PED-10277,2025-08-31,Centro,Electronica,Smartwatch S2,8,149.0,20,Tienda,5.0
PED-10066,2025-08-31,Norte,Hogar,Lampara LED,7,27.5,0,Online,4.0
PED-10195,2025-09-01,Oeste,Deporte,Esterilla Yoga,1,32.0,10,Tienda,5.0
PED-10249,2025-09-01,Centro,Electronica,Cargador USB-C,5,18.5,5,Tienda,1.0
PED-10350,2025-09-02,Norte,Oficina,Silla Ergonomica,6,239.0,10,Online,2.0
PED-10417,2025-09-02,Este,Hogar,Juego Sabanas,2,44.9,10,Online,1.0
PED-10387,2025-09-03,Norte,Deporte,Bidon 750ml,6,14.9,0,Tienda,1.0
PED-10078,2025-09-03,Centro,Electronica,Smartwatch S2,4,149.0,10,Marketplace,2.0
PED-10330,2025-09-05,Norte,Oficina,Teclado Mecanico,4,89.9,20,Marketplace,3.0
PED-10236,2025-09-05,Oeste,Oficina,Teclado Mecanico,1,89.9,0,Online,3.0
PED-10276,2025-09-05,Centro,Hogar,Cafetera Expres,7,189.0,0,Marketplace,5.0
PED-10086,2025-09-05,Este,Deporte,Zapatilla Trail,8,119.0,0,Online,3.0
PED-10007,2025-09-06,Este,Electronica,Cargador USB-C,5,18.5,0,Online,3.0
PED-10089,2025-09-07,Centro,Electronica,Cargador USB-C,1,18.5,0,,4.0
PED-10017,2025-09-07,Centro,Hogar,Juego Sabanas,8,44.9,0,Marketplace,4.0
PED-10009,2025-09-07,Norte,Deporte,Esterilla Yoga,3,32.0,10,Marketplace,3.0
PED-10113,2025-09-08,Sur,Electronica,"Tablet 10""",7,219.0,5,Online,4.0
PED-10275,2025-09-08,Oeste,Electronica,Smartwatch S2,1,149.0,5,Online,5.0
PED-10216,2025-09-08,Centro,Hogar,Robot Aspirador,6,279.0,0,Online,
PED-10287,2025-09-10,Centro,Oficina,Silla Ergonomica,3,239.0,5,Online,2.0
PED-10361,2025-09-10,Centro,Deporte,Mochila 30L,4,64.0,0,Online,3.0
PED-10299,2025-09-10,Sur,Deporte,Bidon 750ml,5,14.9,10,Tienda,5.0
PED-10310,2025-09-11,Sur,Electronica,Smartwatch S2,5,149.0,20,Online,5.0
PED-10191,2025-09-12,Centro,Electronica,Cargador USB-C,7,18.5,10,Marketplace,5.0
PED-10252,2025-09-12,Sur,Electronica,Smartwatch S2,6,149.0,0,Tienda,2.0
PED-10389,2025-09-13,Oeste,Hogar,Lampara LED,4,27.5,0,Online,4.0
PED-10141,2025-09-13,Centro,Electronica,"Tablet 10""",2,219.0,10,Marketplace,2.0
PED-10253,2025-09-15,Norte,Hogar,Robot Aspirador,8,279.0,0,Tienda,
PED-10128,2025-09-15,Centro,Electronica,"Tablet 10""",3,219.0,0,Online,1.0
PED-10290,2025-09-16,Sur,Hogar,Lampara LED,2,27.5,15,Tienda,2.0
PED-10396,2025-09-17,Oeste,Electronica,Smartwatch S2,1,149.0,0,Tienda,3.0
PED-10385,2025-09-20,Oeste,Oficina,"Monitor 27""",2,199.0,15,Online,5.0
PED-10076,2025-09-21,Centro,Electronica,"Tablet 10""",4,219.0,15,Tienda,5.0
PED-10293,2025-09-21,Este,Electronica,Smartwatch S2,6,149.0,15,Tienda,3.0
PED-10404,2025-09-21,Sur,Deporte,Mochila 30L,8,64.0,20,Tienda,2.0
PED-10063,2025-09-22,Norte,Hogar,Lampara LED,4,27.5,0,Online,
PED-10305,2025-09-22,Norte,Electronica,Smartwatch S2,2,149.0,0,Tienda,3.0
PED-10194,2025-09-22,Este,Deporte,Bidon 750ml,3,14.9,20,Tienda,1.0
PED-10383,2025-09-23,Este,Hogar,Juego Sabanas,8,44.9,10,Online,1.0
PED-10318,2025-09-23,Centro,Deporte,Esterilla Yoga,3,32.0,0,Tienda,5.0
PED-10034,2025-09-24,Sur,Hogar,Juego Sabanas,8,44.9,5,Online,5.0
PED-10388,2025-09-27,Sur,Hogar,Cafetera Expres,3,189.0,0,Online,2.0
PED-10392,2025-09-27,Oeste,Electronica,Smartwatch S2,7,149.0,5,Online,3.0
PED-10025,2025-09-27,Norte,Deporte,Zapatilla Trail,1,119.0,10,Online,4.0
PED-10107,2025-09-28,Centro,Deporte,Esterilla Yoga,5,32.0,20,Online,5.0
PED-10127,2025-09-29,Oeste,Hogar,Juego Sabanas,3,44.9,20,Tienda,4.0
PED-10010,2025-09-29,Este,Oficina,Silla Ergonomica,8,239.0,0,Marketplace,5.0
PED-10197,2025-09-29,Este,Hogar,Lampara LED,7,27.5,15,Marketplace,3.0
PED-10119,2025-09-30,Centro,Oficina,Organizador,2,21.0,20,Online,2.0
